X,Y,lagoslakeid,gnis_name,min,max,LakeArea,label
-92.080561,47.78329,240,Bear Head Lake,0.504,0.895,5.57083207246214,<b>Bear Head Lake</b><br>Lake Area = 5.6 ha<br>Observed Chloride = 0.5-0.9 mg/L
-73.06532,42.82224,241,Stamford Pond,0.24,0.64,1.4535017395624,<b>Stamford Pond</b><br>Lake Area = 1.5 ha<br>Observed Chloride = 0.24-0.64 mg/L
-72.40885,43.80224,242,Crescent Lake,2,2,1.9771756770905,<b>Crescent Lake</b><br>Lake Area = 2 ha<br>Observed Chloride = 2-2 mg/L
-68.19323,44.33707,246,The Bowl,5.3175,11.95911,1.43991616741817,<b>The Bowl</b><br>Lake Area = 1.4 ha<br>Observed Chloride = 5.32-11.96 mg/L
-92.870587,45.360402,251,Chisago Lake,15,17,6.04708435346771,<b>Chisago Lake</b><br>Lake Area = 6 ha<br>Observed Chloride = 15-17 mg/L
-91.082598,47.578984,252,Ninemile Lake,0.63,3.35,4.78856223376873,<b>Ninemile Lake</b><br>Lake Area = 4.8 ha<br>Observed Chloride = 0.63-3.35 mg/L
-89.728476,47.960638,254,Dutchman Lake,0.64,0.64,2.95097261472433,<b>Dutchman Lake</b><br>Lake Area = 3 ha<br>Observed Chloride = 0.64-0.64 mg/L
-92.936692,45.312781,256,Little Comfort Lake,8.9,9.8,2.66194634876412,<b>Little Comfort Lake</b><br>Lake Area = 2.7 ha<br>Observed Chloride = 8.9-9.8 mg/L
-91.838214,47.765196,259,Birch Lake,2,3.9,7.9935858602141,<b>Birch Lake</b><br>Lake Area = 8 ha<br>Observed Chloride = 2-3.9 mg/L
-91.792153,47.870349,260,White Iron Lake,1.01,3.5,7.15034673978564,<b>White Iron Lake</b><br>Lake Area = 7.2 ha<br>Observed Chloride = 1.01-3.5 mg/L
-90.920312,47.677439,261,Wringer Lake,0.31,0.31,1.88429231444309,<b>Wringer Lake</b><br>Lake Area = 1.9 ha<br>Observed Chloride = 0.31-0.31 mg/L
-93.375878,47.663049,262,Rainbow Lake,0.195,0.195,1.84971323257334,<b>Rainbow Lake</b><br>Lake Area = 1.8 ha<br>Observed Chloride = 0.2-0.2 mg/L
-93.488023,44.946087,263,Libbs Lake,46.3,56.1,2.10794927730259,<b>Libbs Lake</b><br>Lake Area = 2.1 ha<br>Observed Chloride = 46.3-56.1 mg/L
-91.065769,47.58722,265,Echo Lake,0.59,0.59,2.83552481583991,<b>Echo Lake</b><br>Lake Area = 2.8 ha<br>Observed Chloride = 0.59-0.59 mg/L
-90.293575,47.943482,267,Logger Lake,1.54,1.54,1.78787326822136,<b>Logger Lake</b><br>Lake Area = 1.8 ha<br>Observed Chloride = 1.54-1.54 mg/L
-92.0245,45.53365,270,Library Lake,15,67,1.64808538439296,<b>Library Lake</b><br>Lake Area = 1.6 ha<br>Observed Chloride = 15-67 mg/L
-93.491055,44.989079,271,,38,48,2.28677829073706,<b>NA</b><br>Lake Area = 2.3 ha<br>Observed Chloride = 38-48 mg/L
-91.030958,47.617793,274,Pearl Lake,0.19,0.19,1.71295303688449,<b>Pearl Lake</b><br>Lake Area = 1.7 ha<br>Observed Chloride = 0.19-0.19 mg/L
-93.137603,45.041407,280,Mud Lake,34,72,1.86317420026642,<b>Mud Lake</b><br>Lake Area = 1.9 ha<br>Observed Chloride = 34-72 mg/L
-93.035793,44.994678,283,Wakefield Lake,29,375.5,2.14035850911207,<b>Wakefield Lake</b><br>Lake Area = 2.1 ha<br>Observed Chloride = 29-375.5 mg/L
-68.26838,44.40771,284,Lake Wood,0.1930642,5.729429,1.91969699531366,<b>Lake Wood</b><br>Lake Area = 1.9 ha<br>Observed Chloride = 0.19-5.73 mg/L
-72.9429,43.64898,286,Rutland City Reservoir,9.75,9.75,1.65772699870402,<b>Rutland City Reservoir</b><br>Lake Area = 1.7 ha<br>Observed Chloride = 9.75-9.75 mg/L
-91.63656,44.03702,291,Lake Winona,24,66.9,4.48513598085002,<b>Lake Winona</b><br>Lake Area = 4.5 ha<br>Observed Chloride = 24-66.9 mg/L
-92.820357,48.202643,295,Black Duck Lake,0.502,0.566,6.21956267600684,<b>Black Duck Lake</b><br>Lake Area = 6.2 ha<br>Observed Chloride = 0.5-0.57 mg/L
-94.785562,47.532767,299,Big Bass Lake,3.8,6.4,4.90504736813822,<b>Big Bass Lake</b><br>Lake Area = 4.9 ha<br>Observed Chloride = 3.8-6.4 mg/L
-89.813538,47.966513,301,,0.11,0.11,2.67426044938358,<b>NA</b><br>Lake Area = 2.7 ha<br>Observed Chloride = 0.11-0.11 mg/L
-72.08431,44.6979,302,Bean Pond,8.579,12.6,2.6913257912298,<b>Bean Pond</b><br>Lake Area = 2.7 ha<br>Observed Chloride = 8.58-12.6 mg/L
-95.396358,45.880568,305,Lake Winona,445.75,581,4.44843256447742,<b>Lake Winona</b><br>Lake Area = 4.4 ha<br>Observed Chloride = 445.75-581 mg/L
-94.53346,45.33848,306,Vails Lake,20.4,39.9,4.10714643412594,<b>Vails Lake</b><br>Lake Area = 4.1 ha<br>Observed Chloride = 20.4-39.9 mg/L
-91.169083,47.396301,311,,0.19,0.19,2.02377079997146,<b>NA</b><br>Lake Area = 2 ha<br>Observed Chloride = 0.19-0.19 mg/L
-92.633603,44.610461,314,Birch Lake,20,26,3.59661459810048,<b>Birch Lake</b><br>Lake Area = 3.6 ha<br>Observed Chloride = 20-26 mg/L
-93.988464,46.870291,315,Washburn Lake,1,1.2,6.46428847416614,<b>Washburn Lake</b><br>Lake Area = 6.5 ha<br>Observed Chloride = 1-1.2 mg/L
-91.743686,47.950005,316,Fall Lake,1.61,2.54,6.8057599251439,<b>Fall Lake</b><br>Lake Area = 6.8 ha<br>Observed Chloride = 1.61-2.54 mg/L
-72.99498,44.80644,318,,6.01,6.01,3.9797992170846,<b>NA</b><br>Lake Area = 4 ha<br>Observed Chloride = 6.01-6.01 mg/L
-72.95593,43.4003,325,Little Rock Pond,0.3,0.52,2.07159395476027,<b>Little Rock Pond</b><br>Lake Area = 2.1 ha<br>Observed Chloride = 0.3-0.52 mg/L
-93.896262,44.195833,328,Eagle Lake,9.98,25,5.24312297381418,<b>Eagle Lake</b><br>Lake Area = 5.2 ha<br>Observed Chloride = 9.98-25 mg/L
-91.574809,47.965239,329,Tofte Lake,3.27,3.56,3.97266169283978,<b>Tofte Lake</b><br>Lake Area = 4 ha<br>Observed Chloride = 3.27-3.56 mg/L
-95.644107,44.137506,333,Fox Lake,12.4,14,4.23293053152784,<b>Fox Lake</b><br>Lake Area = 4.2 ha<br>Observed Chloride = 12.4-14 mg/L
-95.856773,46.871441,334,Floyd Lake,8.2,8.7,6.15372291321206,<b>Floyd Lake</b><br>Lake Area = 6.2 ha<br>Observed Chloride = 8.2-8.7 mg/L
-91.208853,47.483407,336,Sonju Lake,0.145,0.314,2.73556815848181,<b>Sonju Lake</b><br>Lake Area = 2.7 ha<br>Observed Chloride = 0.14-0.31 mg/L
-91.65802,44.04283,338,,16,24,3.57675304578224,<b>NA</b><br>Lake Area = 3.6 ha<br>Observed Chloride = 16-24 mg/L
-94.73347,47.011436,339,Eleventh Crow Wing Lake,1.2,1.4,5.26428622699345,<b>Eleventh Crow Wing Lake</b><br>Lake Area = 5.3 ha<br>Observed Chloride = 1.2-1.4 mg/L
-92.092024,46.963324,340,,2.95,2.95,1.41340049248779,<b>NA</b><br>Lake Area = 1.4 ha<br>Observed Chloride = 2.95-2.95 mg/L
-94.131914,46.975088,343,Inguadona Lake,2.4,3.4,6.11494645839253,<b>Inguadona Lake</b><br>Lake Area = 6.1 ha<br>Observed Chloride = 2.4-3.4 mg/L
-92.15201,47.529341,345,Colby Lake,1.8,3.3,5.31560106469054,<b>Colby Lake</b><br>Lake Area = 5.3 ha<br>Observed Chloride = 1.8-3.3 mg/L
-93.41182,47.79391,346,Duck Lake,0.225,0.225,1.67329580136912,<b>Duck Lake</b><br>Lake Area = 1.7 ha<br>Observed Chloride = 0.22-0.22 mg/L
-92.459474,46.447076,350,Graham Lake,2.31,2.31,2.66311162423834,<b>Graham Lake</b><br>Lake Area = 2.7 ha<br>Observed Chloride = 2.31-2.31 mg/L
-91.075523,47.605217,352,Crooked Lake,0.359,1.21,4.68345926988493,<b>Crooked Lake</b><br>Lake Area = 4.7 ha<br>Observed Chloride = 0.36-1.21 mg/L
-93.247872,45.076328,356,Moore Lake,112.65,112.65,3.26534427117342,<b>Moore Lake</b><br>Lake Area = 3.3 ha<br>Observed Chloride = 112.65-112.65 mg/L
-72.37289,44.52974,360,Hardwick Lake,6.925,6.925,3.7070358742131,<b>Hardwick Lake</b><br>Lake Area = 3.7 ha<br>Observed Chloride = 6.92-6.92 mg/L
-91.393863,47.557318,362,Osier Lake,0.22,0.22,3.35338990859362,<b>Osier Lake</b><br>Lake Area = 3.4 ha<br>Observed Chloride = 0.22-0.22 mg/L
-93.501104,43.545769,363,Bear Lake,14.5,21.6,6.41131015013428,<b>Bear Lake</b><br>Lake Area = 6.4 ha<br>Observed Chloride = 14.5-21.6 mg/L
-71.92567,45.00174,367,Round Pond,0.25,0.25,1.80709461583655,<b>Round Pond</b><br>Lake Area = 1.8 ha<br>Observed Chloride = 0.25-0.25 mg/L
-91.971807,47.775347,368,Bear Island Lake,1.64,1.97,6.84519488432834,<b>Bear Island Lake</b><br>Lake Area = 6.8 ha<br>Observed Chloride = 1.64-1.97 mg/L
-94.13747,43.9161,369,Ida Lake,14.7,20,3.78469953798599,<b>Ida Lake</b><br>Lake Area = 3.8 ha<br>Observed Chloride = 14.7-20 mg/L
-93.39451,44.953225,373,Hannan Lake,62.1,99.6,1.71341880617111,<b>Hannan Lake</b><br>Lake Area = 1.7 ha<br>Observed Chloride = 62.1-99.6 mg/L
-93.06116,45.007392,375,Keller Lake,20.5,197.5,3.31746230627569,<b>Keller Lake</b><br>Lake Area = 3.3 ha<br>Observed Chloride = 20.5-197.5 mg/L
-89.908645,47.979802,376,Prout Lake,0.23,0.23,2.50879274373369,<b>Prout Lake</b><br>Lake Area = 2.5 ha<br>Observed Chloride = 0.23-0.23 mg/L
-91.270034,47.467276,377,Doyle Lake,0.16,0.16,3.57131681357501,<b>Doyle Lake</b><br>Lake Area = 3.6 ha<br>Observed Chloride = 0.16-0.16 mg/L
-91.068338,47.593829,379,Goldeneye Lake,0.24,0.24,1.4192166870188,<b>Goldeneye Lake</b><br>Lake Area = 1.4 ha<br>Observed Chloride = 0.24-0.24 mg/L
-96.165536,47.657965,381,Maple Lake,8.9,9.6,6.46160920875193,<b>Maple Lake</b><br>Lake Area = 6.5 ha<br>Observed Chloride = 8.9-9.6 mg/L
-94.079591,47.698075,384,Schoolhouse Lake,0.4,0.4,2.33220817666464,<b>Schoolhouse Lake</b><br>Lake Area = 2.3 ha<br>Observed Chloride = 0.4-0.4 mg/L
-94.75067,45.77973,386,Big Birch Lake,6,16.335,6.74053803555476,<b>Big Birch Lake</b><br>Lake Area = 6.7 ha<br>Observed Chloride = 6-16.34 mg/L
-93.129033,45.040629,392,,39,66,1.5746527631907,<b>NA</b><br>Lake Area = 1.6 ha<br>Observed Chloride = 39-66 mg/L
-72.54243,43.63388,395,The Pogue,0.26942,0.7799,1.75590653207896,<b>The Pogue</b><br>Lake Area = 1.8 ha<br>Observed Chloride = 0.27-0.78 mg/L
-95.7916,45.58992,403,Long Lake,30.7,33.5,5.46953373840147,<b>Long Lake</b><br>Lake Area = 5.5 ha<br>Observed Chloride = 30.7-33.5 mg/L
-90.92426,47.692367,404,Pancake Lake,0.3,0.3,1.6155774949666,<b>Pancake Lake</b><br>Lake Area = 1.6 ha<br>Observed Chloride = 0.3-0.3 mg/L
-92.829469,45.408237,407,North Center Lake,16,17,5.73466268306758,<b>North Center Lake</b><br>Lake Area = 5.7 ha<br>Observed Chloride = 16-17 mg/L
-72.94146,43.12367,410,Little Pond,0.26,1.14,1.93477798725785,<b>Little Pond</b><br>Lake Area = 1.9 ha<br>Observed Chloride = 0.26-1.14 mg/L
-95.946695,44.164231,412,Current Lake,18,22,5.06337188879131,<b>Current Lake</b><br>Lake Area = 5.1 ha<br>Observed Chloride = 18-22 mg/L
-95.046366,43.845409,413,Fish Lake,20,28,4.78709058566262,<b>Fish Lake</b><br>Lake Area = 4.8 ha<br>Observed Chloride = 20-28 mg/L
-91.670334,47.583449,414,Sand Lake,1.3,1.3,5.2714644044071,<b>Sand Lake</b><br>Lake Area = 5.3 ha<br>Observed Chloride = 1.3-1.3 mg/L
-72.98797,43.46829,418,Elfin Lake,7.145,8.08,2.11136453730376,<b>Elfin Lake</b><br>Lake Area = 2.1 ha<br>Observed Chloride = 7.14-8.08 mg/L
-91.360479,47.429788,420,Fry Lake,0.24,0.24,2.52094334259337,<b>Fry Lake</b><br>Lake Area = 2.5 ha<br>Observed Chloride = 0.24-0.24 mg/L
-92.4174,46.782088,424,,0.15,0.15,1.93072195168549,<b>NA</b><br>Lake Area = 1.9 ha<br>Observed Chloride = 0.15-0.15 mg/L
-93.592188,47.007177,425,Hill Lake,4.6,8.47,5.58265991511705,<b>Hill Lake</b><br>Lake Area = 5.6 ha<br>Observed Chloride = 4.6-8.47 mg/L
-94.032212,44.943758,431,South Lake,153,305,4.27944133592565,<b>South Lake</b><br>Lake Area = 4.3 ha<br>Observed Chloride = 153-305 mg/L
-90.394363,47.88042,434,Track Lake,0.28,0.28,1.47090892552687,<b>Track Lake</b><br>Lake Area = 1.5 ha<br>Observed Chloride = 0.28-0.28 mg/L
-95.5223,45.540733,436,Signalness Lake,13,13,2.75617236125425,<b>Signalness Lake</b><br>Lake Area = 2.8 ha<br>Observed Chloride = 13-13 mg/L
-93.94601,45.4713,440,Elk Lake,15,16,4.95467780591516,<b>Elk Lake</b><br>Lake Area = 5 ha<br>Observed Chloride = 15-16 mg/L
