SITEID_07,SITEID_12,UID,VISIT_NO,SAMPLE_CATEGORY,SITE_TYPE,LON_DD,LAT_DD,DATE_COL,LAKE_NAME,STATE,WGT_NLA,WSA_ECO9,OMER_L3_ECO,OMER_L3_ECO_NAME,LAKE_ORIGIN,AREA_HA,PERIM_KM,ELEVATION,DEPTHMAX,DATEWQ,SAMPLE_DEPTH_M,PH,COND_US,ANC_UEQL,TURB_NTU,TOC_MGL,DOC_MGL,AMMONIA_N_MGL,NITRATE_NITRITE_N_MGL,TN_MGL,TP_UGL,CHLORIDE_MGL,NITRATE_N_MGL,SULFATE_MGL,CALCIUM_MGL,MAGNESIUM_MGL,SODIUM_MGL,POTASSIUM_MGL,COLOR_PCU,SILICA_MGL,CHLA_UGL,TSS_MGL,NITRITE_N_MGL,ALUMINUM_MGL,wq_source,chla_source,DATEPROFILE,DEPTH_M.mean,DEPTH_M.min,DEPTH_M.max,DEPTH_M.obs,TEMP_C.mean,TEMP_C.min,TEMP_C.max,TEMP_C.obs,DO_MGL.mean,DO_MGL.min,DO_MGL.max,DO_MGL.obs,PH.mean,PH.min,PH.max,PH.obs,COND_US.mean,COND_US.min,COND_US.max,COND_US.obs,profile_source,DATE_SECCHI,SECCHI_M,SECCHI_RE_M,CLEAR_TO_BOTTOM,secchi_source,DATEPHYTO,PHYTO_BIOVOL_UM3L.sum,PHYTO_BIOVOL_UM3L.obs,PHYTO_ABUND_CL.sum,PHYTO_ABUND_CL.obs,PHYTO_ABUND_OL.sum,PHYTO_ABUND_OL.obs,phyto_source,DATEZOOP,ZOO_FINE_50um_ABUND_L.sum,ZOO_FINE_50um_ABUND_L.obs,ZOO_FINE_50um_BIOMASS_UGL.sum,ZOO_FINE_50um_BIOMASS_UGL.obs,ZOO_FINE_80um_ABUND_L.sum,ZOO_FINE_80um_ABUND_L.obs,ZOO_FINE_80um_BIOMASS_UGL.sum,ZOO_FINE_80um_BIOMASS_UGL.obs,ZOO_COARSE_150um_ABUND_L.sum,ZOO_COARSE_150um_ABUND_L.obs,ZOO_COARSE_150um_BIOMASS_UGL.sum,ZOO_COARSE_150um_BIOMASS_UGL.obs,ZOO_COARSE_243um_ABUND_L.sum,ZOO_COARSE_243um_ABUND_L.obs,ZOO_COARSE_243um_BIOMASS_UGL.sum,ZOO_COARSE_243um_BIOMASS_UGL.obs,zoo_source,PCT_OPENH20_BSN,PCT_ICESNOW_BSN,PCT_WATER_BSN,PCT_DEVOPEN_BSN,PCT_DEVLOW_BSN,PCT_DEVMED_BSN,PCT_DEVHIGH_BSN,PCT_DEVELOPED_BSN,PCT_BARREN_BSN,PCT_DECID_BSN,PCT_CONIF_BSN,PCT_MIXED_BSN,PCT_FOREST_BSN,PCT_SHRUBLAND_BSN,PCT_GRASS_BSN,PCT_PASTURE_BSN,PCT_CROPS_BSN,PCT_AGRIC_BSN,PCT_WDYWET_BSN,PCT_EMHERBWET_BSN,PCT_WETLAND_BSN,DISTANCE_BUFR,PCT_OPENH20_BUFR,PCT_ICESNOW_BUFR,PCT_WATER_BUFR,PCT_DEVOPEN_BUFR,PCT_DEVLOW_BUFR,PCT_DEVMED_BUFR,PCT_DEVHIGH_BUFR,PCT_DEVELOPED_BUFR,PCT_BARREN_BUFR,PCT_DECID_BUFR,PCT_CONIF_BUFR,PCT_MIXED_BUFR,PCT_FOREST_BUFR,PCT_SHRUBLAND_BUFR,PCT_GRASS_BUFR,PCT_PASTURE_BUFR,PCT_CROPS_BUFR,PCT_AGRIC_BUFR,PCT_WDYWET_BUFR,PCT_EMHERBWET_BUFR,PCT_WETLAND_BUFR,Residence_Time
NLA06608-0313,NA,NA,1,P,PROB_Lake,-79.6893777,34.88602671,7/13/07,City Lake,North Carolina,93.75543666,CPL,65,Southeastern Plains,MAN-MADE,15.6237424,2.023714011,85.14,2,7/13/07,1.5,6.61,48.25,172.75,2.93,6.25,5.03,0.012,0.005,0.279,24,5.076,0.005,2.747,2.027,0.73,4.355,0.884,27,4.056,15.08,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,7/13/07,0.75,0,1.5,4,27.55,26.3,28,4,NA,NA,NA,0,6.05,6,6.1,4,49.5,47.7,54.6,4,NLA2007_Profile_20091008.csv,7/13/07,0.73,NA,,NLA2007_Secchi_20091008.csv,7/13/07,6536101.217,8,103545777.8,17,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,7/13/07,NA,NA,NA,NA,3691.632651,7,NA,NA,NA,NA,NA,NA,497.2403162,3,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,2.4,0,2.4,12.5,8.6,4.6,2.1,27.8,1.3,9.9,21.8,1.2,32.9,4.7,17.5,1.6,3.5,5.1,7.6,0.6,8.2,0.001798644,23.5,0,23.5,9.5,11.9,8.4,3.1,32.9,0,11,0,1.1,12.1,1.5,5.3,1,5.5,6.5,18.2,0,18.2,0.120233441
NLA06608-0318,NA,NA,1,P,PROB_Lake,-92.43469487,47.46148555,7/20/07,Lost Lake,Minnesota,5.66008504,UMW,50,Northern Lakes and Forests,NATURAL,32.64826375,3.614687153,430.53,5.2,7/20/07,2,8.58,371.1,2217.8,4.1,8.74,8.57,0.017,0.005,0.847,43,37.433,0.005,20.665,29.01,12.62,21.45,3.128,23,1.075,13.888,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,7/20/07,2,0,4,5,20.76,16.8,22.9,5,7.12,0.3,10.8,5,8.32,7.1,9,5,376.2,366,411,5,NLA2007_Profile_20091008.csv,7/20/07,1.65,NA,,NLA2007_Secchi_20091008.csv,7/20/07,2401341.6,9,8174222.221,15,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,7/20/07,NA,NA,NA,NA,3642.410882,11,NA,NA,NA,NA,NA,NA,3551.388113,6,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,16.2,0,16.2,1.9,1.9,2,0.7,6.5,0.8,26.8,24.8,0.3,51.9,6.3,3,1.6,4,5.6,4.5,5,9.5,0.001798644,29.5,0,29.5,2.2,0.8,0,0,3,0,24.5,28.9,0,53.4,2.3,7.4,0,1.1,1.1,2,1.4,3.4,0.627780476
NLA06608-0319,NA,NA,1,P,PROB_Lake,-83.11204858,34.72229815,7/22/07,Coneross Creek Reservoir,South Carolina,8.238346086,SAP,45,Piedmont,MAN-MADE,100.7268008,15.69742468,265.78,3,7/22/07,2,7.34,44.05,339.87,6.26,2.24,2.08,0.049,0.016,0.251,16,1.783,0.026,0.886,3.082,1.032,2.777,1.085,5,12.98,4.48,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,7/22/07,1.25,0,2.5,6,26.01666667,23.7,27.2,6,NA,NA,NA,0,6.733333333,6.1,7.2,6,45.25,44.5,47.8,6,NLA2007_Profile_20091008.csv,7/22/07,1.45,NA,,NLA2007_Secchi_20091008.csv,7/22/07,176722.5884,14,1848474.737,23,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,7/22/07,NA,NA,NA,NA,14208.01421,11,NA,NA,NA,NA,NA,NA,3442.28299,8,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,0.9,0,0.9,3.9,0.6,0.1,0,4.6,0.3,58.6,11.9,1.4,71.9,1.2,7.7,13.4,0,13.4,0.1,0,0.1,0.001798644,6.5,0,6.5,3.2,0.1,0,0,3.3,0.9,37.9,24.1,1.2,63.2,0.6,7.7,17.5,0,17.5,0.2,0,0.2,0.023140975
NLA06608-0324,NLA12_VA-104,7410,1,NA,PROB,-82.20326629,36.94402045,7/25/12,Lake Bonaventure,Virginia,47.31527597,SAP,69,NA,MAN_MADE,29.68265713,3.491105923,469.85,NA,7/25/12,NA,8.2,374,1718,3.02,NA,2.46,0.013,0.003,0.179,19,5.372,0.003,94.453,38.44,15.3,10.29,2.327,10,6.6,7.376,NA,0,0.004,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,7/25/12,2.483333333,0,4.9,6,24.76666667,18.8,26.7,6,5.25,0.8,7.1,6,7.7,7.5,7.8,6,362.3333333,337,373,6,nla2012_wide_profile_08232016.csv,7/25/12,1.2,1.2,,nla2012_secchi_08232016.csv,7/25/12,1575057239,32,NA,NA,1629.2022,15,nla2012_phytoplankton_wide_count_02122014.csv,7/25/12,75724,10,56138,10,43923,11,16927,11,43921,7,65645,7,35276,9,57073,9,nla2012_zoopcnt_04032014.csv,1.7,0,1.7,3.3,0.8,0.7,0.1,4.9,3.2,69,0.4,0.4,69.8,0,8.4,12.1,0,12.1,0,0,0,0.001798644,29.4,0,29.4,2,1.5,0,0,3.5,2.1,48.8,2.7,0.6,52.1,0,5.2,7.6,0,7.6,0,0,0,0.40233024
NLA06608-0324,NA,NA,1,P,PROB_Lake,-82.20271516,36.94420902,8/8/07,Lake Bonaventure,Virginia,18.68349386,SAP,69,Central Appalachians,MAN-MADE,29.68255501,3.491132152,469.85,5.5,8/8/07,2,8.44,441.8,1776.78,2.8,2.85,2.72,0.005,0.005,0.248,21,8.531,0.005,111.774,42,16.1,19.19,2.482,5,3.621,4.816,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,8/8/07,2.7,0,5,10,24.43,18.2,28.7,10,4.5,1,7.6,10,7.75,7.2,8.3,10,419,395,432,10,NLA2007_Profile_20091008.csv,8/8/07,1.5,NA,,NLA2007_Secchi_20091008.csv,8/8/07,2279181.03,14,23306666.67,25,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,8/8/07,NA,NA,NA,NA,1720.575583,10,NA,NA,NA,NA,NA,NA,396.2854642,7,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,1.7,0,1.7,3.3,0.8,0.7,0.1,4.9,3.2,69,0.4,0.4,69.8,0,8.4,12.1,0,12.1,0,0,0,0.001798644,29.4,0,29.4,2,1.5,0,0,3.5,2.1,48.8,2.7,0.6,52.1,0,5.2,7.6,0,7.6,0,0,0,0.40233024
NLA06608-0325,NA,NA,1,P,PROB_Lake,-81.43794893,28.56369452,7/17/07,Lawne Lake,Florida,2.082890779,CPL,75,Southern Coastal Plain,NATURAL,62.80382821,4.21216489,26.24,3.3,7/17/07,1,8.57,214.5,1603.4,5.74,13.96,12.48,0.019,0.005,0.814,50,13.267,0.005,7.921,27.87,3.103,8.119,2.07,31,1.026,46,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,7/17/07,1.45,0,2.8,4,30.475,30.1,30.8,4,6.075,3.5,8.3,4,8.025,7.6,8.4,4,219.25,218,221,4,NLA2007_Profile_20091008.csv,7/17/07,0.55,NA,,NLA2007_Secchi_20091008.csv,7/17/07,872203.4594,17,25688752.73,28,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,7/17/07,NA,NA,NA,NA,5736.02222,8,NA,NA,NA,NA,NA,NA,2.690694352,1,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,24.3,0,24.3,26.9,15.8,15.3,5.5,63.5,0,0,1.5,0,1.5,0,0.4,0,0,0,4.9,5.6,10.5,0.001798644,32.1,0,32.1,19.1,18.7,5.7,0.1,43.6,0,0,1.6,0,1.6,0,0.7,0,0,0,11.1,10.8,21.9,0.313674791
NLA06608-0326,NA,NA,1,P,PROB_Lake,-72.04012641,41.35719487,8/16/07,Groton Reservoir,Connecticut,19.57749882,NAP,59,Northeastern Coastal Zone,MAN-MADE,67.38909542,9.888538526,6.71,6.4,8/16/07,1.5,7.14,86.44,224.3,0.98,3.31,3.38,0.005,0.005,0.225,5,13.092,0.005,5.045,4.516,1.278,7.522,0.816,11,7.113,1.262,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,8/16/07,2.5,0,5,6,22.82,15.12,25.58,6,6.376666667,2.21,8.1,6,7.16,6.23,7.9,6,87.01666667,70.4,93.2,6,NLA2007_Profile_20091008.csv,8/16/07,4.25,NA,,NLA2007_Secchi_20091008.csv,8/16/07,132240.7341,14,168314.7794,19,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,8/16/07,NA,NA,NA,NA,2100.463639,6,NA,NA,NA,NA,NA,NA,618.7452033,8,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,8.1,0,8.1,7.5,5.4,7.4,1.4,21.7,0,56.8,1.1,0.1,58,0.5,0.3,2.5,0.3,2.8,8,0.5,8.5,0.001798644,39.8,0,39.8,8.6,8.7,6.5,0.7,24.5,0,10,1.8,0.4,12.2,0,0.2,5.1,2.6,7.7,8.2,7.4,15.6,0.48093449
NLA06608-0327,NA,NA,1,P,PROB_Lake,-91.37124941,31.70973689,6/27/07,Thornburg Lake,Mississippi,72.09075834,CPL,73,Mississippi Alluvial Plain,NATURAL,41.3189242,8.245881416,16.5,1.3,6/27/07,0.6,8.55,344.4,3333.12,33.9,4.55,3.48,0.016,0.005,0.281,13,11.649,0.005,7.305,27.4,22.24,8.376,3.019,6,7.369,56.736,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,6/27/07,0,0,0,1,30.96,30.96,30.96,1,5.1,5.1,5.1,1,8.14,8.14,8.14,1,353,353,353,1,NLA2007_Profile_20091008.csv,6/27/07,0.31,NA,,NLA2007_Secchi_20091008.csv,6/27/07,60898.76114,18,1022835.967,29,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,6/27/07,NA,NA,NA,NA,125.5657364,4,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,3.9,0,3.9,3.6,0,0,0,3.6,0,24.8,0.6,5,30.4,1.1,0,0.9,32.9,33.8,26.9,0.3,27.2,0.001798644,33.4,0,33.4,12.3,0,0,0,12.3,0,0,0,0.7,0.7,0,0,0,27.2,27.2,26,0.5,26.5,0.152809759
NLA06608-0327,NLA12_MS-101,6534,1,NA,PROB,-91.3744959,31.70540961,6/9/12,Thornburg Lake,Mississippi,181.7692234,CPL,73,NA,NATURAL,41.31889755,8.245881839,16.5,NA,6/9/12,NA,8.63,283,2008,9.63,NA,3.96,0.0045,0,1.041,124,20.091,0,17.068,28.39,10.88,13.37,3.503,8,6.673,49.6,NA,0,0.003,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,6/9/12,1.14,0,2.7,5,29.695,29.57,29.77,6,8.892,8.87,8.92,5,8.811666667,8.8,8.82,6,NA,NA,NA,0,nla2012_wide_profile_08232016.csv,6/9/12,0.475,0.35,,nla2012_secchi_08232016.csv,6/9/12,15847448057,36,NA,NA,587769.5711,15,nla2012_phytoplankton_wide_count_02122014.csv,6/9/12,126402,12,51068,12,21282,9,7289,9,241,6,968,6,3,1,2,1,nla2012_zoopcnt_04032014.csv,3.9,0,3.9,3.6,0,0,0,3.6,0,24.8,0.6,5,30.4,1.1,0,0.9,32.9,33.8,26.9,0.3,27.2,0.001798644,33.4,0,33.4,12.3,0,0,0,12.3,0,0,0,0.7,0.7,0,0,0,27.2,27.2,26,0.5,26.5,0.152809759
NLA06608-0328,NA,NA,1,P,PROB_Lake,-93.87023429,32.515555,8/25/07,Cross Lake,Louisiana,1.855043389,CPL,35,South Central Plains,MAN-MADE,3351.525738,94.23296532,51.51,3.5,8/25/07,1,8.24,160.8,834.7,9.92,11.16,9.65,0.018,0.005,1.093,82,16.45,0.005,6.833,10.48,4.235,12.84,2.936,29,6.092,117.504,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,8/25/07,1.5,0,3,4,31.125,30.3,32.3,4,8.15,5.5,10.4,4,7.85,7.2,8.3,4,NA,NA,NA,0,NLA2007_Profile_20091008.csv,8/25/07,0.53,NA,,NLA2007_Secchi_20091008.csv,8/25/07,232119.8486,17,3235826.736,24,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,8/25/07,NA,NA,NA,NA,1295.8384,9,NA,NA,NA,NA,NA,NA,12.55657364,3,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,4.9,0,4.9,6.7,3.8,0.7,0.2,11.4,0,9.8,26.5,18.6,54.9,10.9,0,4.7,0,4.7,13.1,0.1,13.2,0.001798644,60.6,0,60.6,3.8,3.6,0.9,0.2,8.5,0,1.7,5.5,1.7,8.9,3.3,0,0.5,0,0.5,17.1,1.1,18.2,0.219050128
NLA06608-0330,NA,NA,1,P,PROB_Lake,-83.45698555,45.06291593,9/5/07,Lake Besser,Michigan,33.17025852,UMW,50,Northern Lakes and Forests,NATURAL,115.1075948,19.50020123,182.12,5,9/5/07,2,8.23,333.5,3198.59,1.27,4.32,4.37,0.023,0.012,0.289,13,6.902,0.005,9.181,38.89,15.33,5.507,0.51,14,9.066,1.104,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,9/5/07,2.45,0,4.7,6,21.43333333,21.3,21.8,6,6.8,6.5,7.1,6,7.516666667,7.5,7.6,6,302.5,302,303,6,NLA2007_Profile_20091008.csv,9/5/07,3.95,NA,,NLA2007_Secchi_20091008.csv,9/5/07,984929.9799,8,2058567.901,18,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,9/5/07,NA,NA,NA,NA,3.013577674,1,NA,NA,NA,NA,NA,NA,16.57467721,6,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,3.2,0,3.2,4.3,1.6,0.1,0,6,0.1,31.2,7.1,4.4,42.7,1.6,8.7,4.3,4.5,8.8,27.3,1.7,29,0.001798644,51,0,51,5,12.4,9.8,3.2,30.4,0.7,0,2.2,0.2,2.4,0,0.6,0,0.2,0.2,10.8,3.8,14.6,0.119915302
NLA06608-0332,NLA12_OK-107,7959,1,NA,PROB,-94.91494418,35.75411523,8/14/12,Tenkiller Ferry Lake,Oklahoma,1.519730888,SAP,38,NA,MAN_MADE,5210.838212,230.2224731,182.13,NA,8/14/12,NA,8.19,168,1210,2.5,NA,2.4,0.1,0.08,0.62,5,10,0.08,12.2,22,1.82,6.15,2.75,12,0.429,10.3,10,NA,NA,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,8/14/12,4.525,0,9.3,12,28.525,28.2,28.9,12,7.341666667,6.7,8,12,8.85,8.7,9,12,192.25,192,194,12,nla2012_wide_profile_08232016.csv,8/14/12,1.625,1.6,,nla2012_secchi_08232016.csv,8/14/12,3915806789,41,NA,NA,12066.3448,23,nla2012_phytoplankton_wide_count_02122014.csv,8/14/12,91527,16,29268,16,71868,18,15804,18,1170,6,1722,6,492,5,1582,5,nla2012_zoopcnt_04032014.csv,1.5,0,1.5,5.6,2.2,0.8,0.3,8.9,0.1,41.3,1.2,0.4,42.9,0.5,3.4,42.1,0.1,42.2,0.6,0,0.6,0.001798644,57.2,0,57.2,3.4,0.6,0.1,0,4.1,0,30.7,0.3,0.3,31.3,0.4,3,1.7,0.1,1.8,1.9,0.2,2.1,0.433804635
NLA06608-0332,NA,NA,1,P,PROB_Lake,-94.96969524,35.64054377,9/4/07,Tenkiller Ferry Lake,Oklahoma,2.151495273,SAP,38,Boston Mountains,MAN-MADE,5462.694674,215.3610371,182.13,28.3,9/4/07,2,8.26,190.4,1356.03,1.24,2.3,2.16,0.005,0.005,0.26,11,8.737,0.005,10.739,24.94,1.774,6.239,2.776,8,2.152,6.444,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,9/4/07,14.47333333,0.1,28.1,30,22.45666667,12.9,29.05,30,2.648,0.08,7.98,30,7.884333333,7.42,8.57,30,231.0266667,189.9,273.7,30,NLA2007_Profile_20091008.csv,9/4/07,1.93,NA,,NLA2007_Secchi_20091008.csv,9/4/07,3296706.378,18,8992395.062,34,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,9/4/07,NA,NA,NA,NA,197.6045932,5,NA,NA,NA,NA,NA,NA,0.53813887,2,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,1.5,0,1.5,5.6,2.2,0.8,0.3,8.9,0.1,41.3,1.2,0.4,42.9,0.5,3.4,42.1,0.1,42.2,0.6,0,0.6,0.001798644,57.2,0,57.2,3.4,0.6,0.1,0,4.1,0,30.7,0.3,0.3,31.3,0.4,3,1.7,0.1,1.8,1.9,0.2,2.1,0.433804635
NLA06608-0333,NA,NA,1,P,PROB_Lake,-74.85056841,40.62803319,7/24/07,Round Valley Reservoir,New Jersey,113.2645293,SAP,64,Northern Piedmont,MAN-MADE,920.7200566,16.38370123,115.69,9.1,7/24/07,2,7.63,197,556.08,1.88,3.23,3.03,0.005,0.005,0.282,15,33.874,0.005,9.237,11.61,5.749,11.58,1.322,2,7.737,5.04,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,7/24/07,4.45,0,8.5,10,16.99,8.7,24.6,10,4.28,0.1,8.5,10,7.18,6.7,7.5,10,151.93,124.6,178.4,10,NLA2007_Profile_20091008.csv,7/24/07,2.5,NA,,NLA2007_Secchi_20091008.csv,7/24/07,1397063.918,17,5197555.555,26,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,7/24/07,NA,NA,NA,NA,3094.190877,8,NA,NA,NA,NA,NA,NA,822.7950921,5,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,67.4,0,67.4,0.1,0.1,0,0,0.2,0.7,25.7,0.9,0,26.6,0,0,0.2,2.3,2.5,1,1.6,2.6,0.001798644,73.6,0,73.6,0.5,0.3,0.1,0,0.9,1,15,1,0,16,0,0,0.5,4.2,4.7,1.2,2.7,3.9,1.80740059
NLA06608-0334,NLA12_ND-106,6981,1,NA,PROB,-100.7569373,48.327049,7/5/12,Buffalo Lodge Lake,North Dakota,234.2803929,TPL,46,NA,NATURAL,501.2988305,14.23616177,450.56,NA,7/5/12,NA,8.72,1567,7548,1.96,NA,17.89,0.053,0.011,1.615,89,36.229,0.011,476.132,72.25,97.2,155.3,19.07,33,11.217,13.2,NA,0,0,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,7/5/12,1.583333333,0,3.5,6,24,24,24,6,9.066666667,8.9,9.2,6,8.6,8.6,8.6,6,1584,1583,1585,6,nla2012_wide_profile_08232016.csv,7/5/12,2.65,2.6,,nla2012_secchi_08232016.csv,7/5/12,9393218286,43,NA,NA,235328.1673,17,nla2012_phytoplankton_wide_count_02122014.csv,7/5/12,76720,10,35831,10,39365,9,14606,9,39027,8,65942,8,35082,8,72365,8,nla2012_zoopcnt_04032014.csv,2.3,0,2.3,4.4,0.5,0.1,0,5,0,0.2,0,0,0.2,0,20.9,21,45.8,66.8,0.1,4.8,4.9,0.001798644,74.8,0,74.8,1.9,0,0,0,1.9,0,0,0,0,0,0,13.8,1.5,0,1.5,0,7.9,7.9,0.316790264
NLA06608-0334,NA,NA,1,P,PROB_Lake,-100.758717,48.31405586,6/27/07,Buffalo Lodge Lake,North Dakota,87.25882266,TPL,46,Northern Glaciated Plains,NATURAL,501.2989105,14.23616715,450.56,3.1,6/27/07,2,8.51,781.8,3362.09,19,17.8,17.18,0.044,0.005,1.834,142,57.658,0.005,153.405,55.23,45.18,21.68,18.76,26,12.272,5.88,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,6/27/07,1.5,0,3,7,20.9,20.9,20.9,7,6.985714286,6.9,7,7,8.6,8.6,8.6,7,NA,NA,NA,0,NLA2007_Profile_20091008.csv,6/27/07,1.63,NA,,NLA2007_Secchi_20091008.csv,6/27/07,1782511.335,21,9869745.078,31,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,6/27/07,NA,NA,NA,NA,16116.15974,4,NA,NA,NA,NA,NA,NA,5872.826075,8,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,2.3,0,2.3,4.4,0.5,0.1,0,5,0,0.2,0,0,0.2,0,20.9,21,45.8,66.8,0.1,4.8,4.9,0.001798644,74.8,0,74.8,1.9,0,0,0,1.9,0,0,0,0,0,0,13.8,1.5,0,1.5,0,7.9,7.9,0.316790264
NLA06608-0337,NA,NA,1,P,PROB_Lake,-122.6562431,48.39382391,7/12/07,Cranberry,Washington,7.93829747,WMT,2,Puget Lowland,NATURAL,51.8523035,4.140341274,2.65,8,7/12/07,2,8.13,276.6,1248.93,2.17,14.85,14.08,0.02,0.005,0.586,23,41.167,0.005,6.297,9.425,9.536,28.3,3.218,35,1.425,7.84,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,7/12/07,3.944444444,0,7.5,9,19.08888889,15.6,23.8,9,4.544444444,0.4,9.5,9,7.622222222,7.2,8.3,9,271.8888889,269.2,275,9,NLA2007_Profile_20091008.csv,7/12/07,3.03,NA,,NLA2007_Secchi_20091008.csv,7/12/07,5383515.404,11,35235526.55,16,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,7/12/07,NA,NA,NA,NA,8012.541182,14,NA,NA,NA,NA,NA,NA,569.0980077,6,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,10.4,0,10.4,1.7,7.3,1.2,0,10.2,0.1,0.3,40.9,7.5,48.7,2.4,0,16.9,0.9,17.8,9.1,1.4,10.5,0.001798644,38.8,0,38.8,0,2.1,0,0,2.1,2.6,0,30.9,0.3,31.2,0.5,3.1,0,0,0,19,2.7,21.7,2.852573411
NLA06608-0339,NA,NA,1,P,PROB_Lake,-99.42452982,46.11443869,6/25/07,,North Dakota,19.94722145,NPL,42,Northwestern Glaciated Plains,NATURAL,65.07439225,5.679309407,596.04,7.8,6/25/07,2,8.92,2413,13124,6.02,19.38,17.45,0.073,0.031,1.659,376,143.13,0.213,483.356,25.84,72.94,387.9,69.22,14,24.213,7.44,NA,NA,NA,NLA2007_WaterQuality_20091123.csv,NLA2007_WaterQuality_20091123.csv,6/25/07,3.922222222,0,7.3,9,22.42666667,21.45,23.09,9,7.983333333,6.53,8.6,9,8.715555556,8.62,8.74,9,2452.222222,2447,2456,9,NLA2007_Profile_20091008.csv,6/25/07,1.95,NA,,NLA2007_Secchi_20091008.csv,6/25/07,5972242.532,19,22789656.4,28,NA,NA,NLA2007_Phytoplankton_SoftAlgaeCount_20091023.csv,6/25/07,NA,NA,NA,NA,22.70503727,3,NA,NA,NA,NA,NA,NA,5013.27223,3,NA,NA,NLA2007_Zooplankton_Count_20091022.csv,20.7,0,20.7,2.8,0.1,0,0,2.9,0,0.1,0,0,0.1,1,51.2,18.8,4.8,23.6,0,0.4,0.4,0.001798644,98.8,0,98.8,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0.7,0,0.7,0,0,0,3.159906117
